-481,-122,False,0,-9
-477,-130,False,0,-8
-473,-137,False,0,-7
-469,-143,False,0,-6
-465,-148,False,0,-5
-461,-152,False,0,-4
-457,-155,False,0,-3
-453,-157,False,0,-2
-449,-158,False,0,-1
-445,-158,False,0,0
-441,-157,False,0,1
-437,-155,False,0,2
-433,-152,False,0,3
-429,-148,False,0,4
-425,-143,False,0,5
-421,-137,False,0,6
-417,-130,False,0,7
-413,-122,False,0,8
-409,-113,False,0,9
-405,-103,False,0,10
-401,-93,True,0,-9
-397,-102,False,0,-9
-393,-110,False,0,-8
-389,-117,False,0,-7
-385,-123,False,0,-6
-381,-128,False,0,-5
-377,-132,False,0,-4
-373,-135,False,0,-3
-369,-137,False,0,-2
-365,-138,False,0,-1
-361,-138,False,0,0
-357,-137,False,0,1
-353,-135,False,0,2
-349,-132,False,0,3
-345,-128,False,0,4
-341,-123,False,0,5
-337,-117,False,0,6
-333,-110,False,0,7
-329,-102,False,0,8
-325,-93,True,0,-9
-321,-102,False,0,-9
-317,-110,False,0,-8
-313,-117,False,0,-7
-309,-123,False,0,-6
-305,-128,False,0,-5
-301,-132,False,0,-4
-297,-135,False,0,-3
-293,-137,False,0,-2
-289,-138,False,0,-1
-285,-138,False,0,0
-281,-137,False,0,1
-277,-135,False,0,2
-273,-132,False,0,3
-269,-128,False,0,4
-265,-123,False,0,5
-261,-117,False,0,6
-257,-110,False,0,7
-253,-102,False,0,8
-249,-93,True,0,-9
-245,-102,False,0,-9
-241,-110,False,0,-8
-237,-117,False,0,-7
-233,-123,False,0,-6
-229,-128,False,0,-5
-225,-132,False,0,-4
-221,-135,False,0,-3
-217,-137,False,0,-2
-213,-138,False,0,-1
-209,-138,False,0,0
-205,-137,False,0,1
-201,-135,False,0,2
-197,-132,False,0,3
-193,-128,False,0,4
-189,-123,False,0,5
-185,-117,False,0,6
-181,-110,False,0,7
-177,-102,False,0,8
-173,-93,True,0,-9
-169,-102,False,0,-9
-165,-110,False,0,-8
-161,-117,False,0,-7
-157,-123,False,0,-6
-153,-128,False,0,-5
-149,-132,False,0,-4
-145,-135,False,0,-3
-141,-137,False,0,-2
-137,-138,False,0,-1
-133,-138,False,0,0
-129,-137,False,0,1
-125,-135,False,0,2
-121,-132,False,0,3
-117,-128,False,0,4
-113,-123,False,0,5
-109,-117,False,0,6
-105,-110,False,0,7
-101,-102,False,0,8
-97,-93,True,0,-9
-93,-102,False,0,-9
-89,-110,False,0,-8
-85,-117,False,0,-7
-81,-123,False,0,-6
-77,-128,False,0,-5
-73,-132,False,0,-4
-69,-135,False,0,-3
-65,-137,False,0,-2
-61,-138,False,0,-1
-57,-138,False,0,0
-53,-137,False,0,1
-49,-135,False,0,2
-45,-132,False,0,3
-41,-128,False,0,4
-37,-123,False,1,5
-33,-117,False,1,6
-29,-110,False,1,7
-25,-102,False,1,8
-21,-93,True,1,-9
-17,-102,False,1,-9
-13,-110,False,1,-8
-9,-117,False,1,-7
-5,-123,False,1,-6
-1,-128,False,1,-5
3,-132,False,1,-4
7,-135,False,1,-3
11,-137,False,1,-2
15,-138,False,1,-1
19,-138,False,1,0
23,-137,False,1,1
27,-135,False,1,2
31,-132,False,1,3
35,-128,False,1,4
39,-123,False,1,5
43,-117,False,1,6
47,-110,False,1,7
51,-102,False,1,8
55,-93,True,1,-9
59,-102,False,1,-9
-81.0,-120,False,1,-8
-77.0,-127,False,1,-7
-73.0,-133,False,1,-6
-69.0,-138,False,1,-5
-65.0,-142,False,1,-4
-61.0,-145,False,1,-3
-57.0,-147,False,1,-2
-53.0,-148,False,1,-1
-49.0,-148,False,1,0
-45.0,-147,False,1,1
-41.0,-145,False,1,2
-37.0,-142,False,2,3
-33.0,-138,False,2,4
-29.0,-133,False,2,5
-25.0,-127,False,2,6
-21.0,-120,False,2,7
-17.0,-112,False,2,8
-13.0,-103,False,2,9
-9.0,-93,True,2,-9
-5.0,-102,False,2,-9
-1.0,-110,False,2,-8
3.0,-117,False,2,-7
7.0,-123,False,2,-6
11.0,-128,False,2,-5
15.0,-132,False,2,-4
19.0,-135,False,2,-3
23.0,-137,False,2,-2
27.0,-138,False,2,-1
31.0,-138,False,2,0
35.0,-137,False,2,1
39.0,-135,False,2,2
43.0,-132,False,2,3
47.0,-128,False,2,4
51.0,-123,False,2,5
55.0,-117,False,2,6
59.0,-110,False,2,7
-87,-58,True,2,-9
-83,-67,True,2,-9
-79,-76,True,2,-9
-75,-85,True,2,-9
-71,-94,True,2,-9
-67,-103,False,2,-9
-63,-111,False,2,-8
-59,-118,False,2,-7
-55,-124,False,2,-6
-51,-129,False,2,-5
-47,-133,False,2,-4
-43,-136,False,2,-3
-39,-138,False,2,-2
-35,-139,False,3,-1
-31,-139,False,3,0
-27,-138,False,3,1
-23,-136,False,3,2
-19,-133,False,3,3
-15,-129,False,3,4
-11,-124,False,3,5
-7,-118,False,3,6
-3,-111,False,3,7
1,-103,False,3,8
5,-94,True,3,-9
9,-103,False,3,-9
13,-111,False,3,-8
17,-118,False,3,-7
21,-124,False,3,-6
25,-129,False,3,-5
29,-133,False,3,-4
33,-136,False,3,-3
37,-138,False,3,-2
41,-139,False,3,-1
45,-139,False,3,0
49,-138,False,3,1
53,-136,False,3,2
57,-133,False,3,3
-83,-131,False,3,4
-79,-126,False,3,5
-75,-120,False,3,6
-71,-113,False,3,7
-67,-105,False,3,8
-63,-96,True,3,-9
-59,-105,False,3,-9
-55,-113,False,3,-8
-51,-120,False,3,-7
-47,-126,False,3,-6
-43,-131,False,3,-5
-39,-135,False,3,-4
-35,-138,False,4,-3
-31,-140,False,4,-2
-27,-141,False,4,-1
-23,-141,False,4,0
-19,-140,False,4,1
-15,-138,False,4,2
-11,-135,False,4,3
-7,-131,False,4,4
-3,-126,False,4,5
1,-120,False,4,6
5,-113,False,4,7
9,-105,False,4,8
13,-96,True,4,-9
17,-105,False,4,-9
21,-113,False,4,-8
25,-120,False,4,-7
29,-126,False,4,-6
33,-131,False,4,-5
37,-135,False,4,-4
41,-138,False,4,-3
45,-140,False,4,-2
49,-141,False,4,-1
53,-141,False,4,0
57,-140,False,4,1
-91,-140,False,4,2
-87,-137,False,4,3
-83,-133,False,4,4
-79,-128,False,4,5
-75,-122,False,4,6
-71,-115,False,4,7
-67,-107,False,4,8
-63,-98,True,4,-9
-59,-107,False,4,-9
-55,-115,False,4,-8
-51,-122,False,4,-7
-47,-128,False,4,-6
-43,-133,False,4,-5
-39,-137,False,4,-4
-35,-140,False,5,-3
-31,-142,False,5,-2
-27,-143,False,5,-1
-23,-143,False,5,0
-19,-142,False,5,1
-15,-140,False,5,2
-11,-137,False,5,3
-7,-133,False,5,4
-3,-128,False,5,5
1,-122,False,5,6
5,-115,False,5,7
9,-107,False,5,8
13,-98,True,5,-9
17,-107,False,5,-9
21,-115,False,5,-8
25,-122,False,5,-7
29,-128,False,5,-6
33,-133,False,5,-5
37,-137,False,5,-4
41,-140,False,5,-3
45,-142,False,5,-2
49,-143,False,5,-1
53,-143,False,5,0
57,-142,False,5,1
-83,-119,False,5,2
-79,-116,False,5,3
-75,-112,False,5,4
-71,-107,False,5,5
-67,-101,False,5,6
-63,-94,True,5,-9
-59,-103,False,5,-9
-55,-111,False,5,-8
-51,-118,False,5,-7
-47,-124,False,5,-6
-43,-129,False,5,-5
-39,-133,False,5,-4
-35,-136,False,6,-3
-31,-138,False,6,-2
-27,-139,False,6,-1
-23,-139,False,6,0
-19,-138,False,6,1
-15,-136,False,6,2
-11,-133,False,6,3
-7,-129,False,6,4
-3,-124,False,6,5
1,-118,False,6,6
5,-111,False,6,7
9,-103,False,6,8
13,-94,True,6,-9
17,-103,False,6,-9
21,-111,False,6,-8
25,-118,False,6,-7
29,-124,False,6,-6
33,-129,False,6,-5
37,-133,False,6,-4
41,-136,False,6,-3
45,-138,False,6,-2
49,-139,False,6,-1
53,-139,False,6,0
57,-138,False,6,1
-91,-117,False,6,2
-87,-114,False,6,3
-83,-110,False,6,4
-79,-105,False,6,5
-75,-99,True,6,-9
-71,-108,False,6,-9
-67,-116,False,6,-8
-63,-123,False,6,-7
-59,-129,False,6,-6
-55,-134,False,6,-5
-51,-138,False,6,-4
-47,-141,False,6,-3
-43,-143,False,6,-2
-39,-144,False,6,-1
-35,-144,False,7,0
-31,-143,False,7,1
-27,-141,False,7,2
-23,-138,False,7,3
-19,-134,False,7,4
-15,-129,False,7,5
-11,-123,False,7,6
-7,-116,False,7,7
-3,-108,False,7,8
1,-99,True,7,-9
5,-108,False,7,-9
9,-116,False,7,-8
13,-123,False,7,-7
17,-129,False,7,-6
21,-134,False,7,-5
25,-138,False,7,-4
29,-141,False,7,-3
33,-143,False,7,-2
37,-144,False,7,-1
41,-144,False,7,0
45,-143,False,7,1
49,-141,False,7,2
53,-138,False,7,3
57,-134,False,7,4
-83,-134,False,7,5
-79,-128,False,7,6
-75,-121,False,7,7
-71,-113,False,7,8
-67,-104,False,7,9
-63,-94,True,7,-9
-59,-103,False,7,-9
-55,-111,False,7,-8
-51,-118,False,7,-7
-47,-124,False,7,-6
-43,-129,False,7,-5
-39,-133,False,7,-4
-35,-136,False,8,-3
-31,-138,False,8,-2
-27,-139,False,8,-1
-23,-139,False,8,0
-19,-138,False,8,1
-15,-136,False,8,2
-11,-133,False,8,3
-7,-129,False,8,4
-3,-124,False,8,5
1,-118,False,8,6
5,-111,False,8,7
9,-103,False,8,8
13,-94,True,8,-9
17,-103,False,8,-9
21,-111,False,8,-8
25,-118,False,8,-7
29,-124,False,8,-6
33,-129,False,8,-5
37,-133,False,8,-4
41,-136,False,8,-3
45,-138,False,8,-2
49,-139,False,8,-1
53,-139,False,8,0
57,-138,False,8,1
-91,-207,False,8,2
-87,-204,False,8,3
-83,-200,False,8,4
-79,-195,False,8,5
-75,-189,False,8,6
-71,-182,False,8,7
-67,-174,False,8,8
-63,-165,False,8,9
-59,-155,False,8,10
-55,-145,False,8,10
-51,-135,False,8,10
-47,-125,False,8,10
-43,-115,False,8,10
-39,-105,False,8,10
